"bloc","periode","type_brique","numero_cible","etat_relationnel","statut_utilisateur","ton","modele_texte","jours_refroidissement","poids","actif","tags","langue","version"
"1","toutes","alerte","2","indifferent","indifferent","direct_doux","Évite de tout prendre personnellement : parfois l’autre parle de lui, pas de toi.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","alerte","2","indifferent","indifferent","direct_doux","Attention à la dépendance affective : la paix vient aussi de ton centre.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","alerte","2","indifferent","indifferent","direct_doux","Ne multiplie pas les discussions : une seule conversation claire vaut mieux.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","alerte","2","indifferent","indifferent","direct_doux","Évite les promesses floues : clarifie les attentes.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","conseil","2","indifferent","indifferent","direct_doux","Ralentis, écoute, puis réponds : une réaction douce peut transformer l’ambiance.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","conseil","2","indifferent","indifferent","direct_doux","Exprime un besoin simple (“j’ai besoin de…”) au lieu d’un reproche : ça ouvre le dialogue.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","conseil","2","indifferent","indifferent","direct_doux","Fais un geste de paix : un message, une attention, un sourire, même bref.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","conseil","2","indifferent","indifferent","direct_doux","Si une émotion monte, respire 4–6 et reviens au calme avant de parler.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","conseil","2","indifferent","indifferent","direct_doux","Choisis la coopération : demande l’avis de l’autre, même pour une petite décision.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","conseil","2","indifferent","indifferent","direct_doux","Écris ce que tu ressens en 2 phrases : ça clarifie sans dramatiser.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","conseil","2","indifferent","indifferent","direct_doux","Rappelle-toi : l’harmonie se construit dans les détails, pas dans les grands discours.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","conseil","2","indifferent","indifferent","direct_doux","Privilégie la diplomatie : être juste compte plus qu’avoir raison.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"1","toutes","energie","3","indifferent","indifferent","direct_doux","Une énergie vive et légère circule : l’expression et la joie reviennent au premier plan.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","energie","3","indifferent","indifferent","direct_doux","Le moment encourage la parole : dire les choses simplement peut créer une belle complicité.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","energie","3","indifferent","indifferent","direct_doux","Une vibration de créativité s’active : tu peux trouver une solution nouvelle à un sujet ancien.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","energie","3","indifferent","indifferent","direct_doux","Le climat est plus social : échanges, messages, rencontres ou idées se multiplient facilement.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","energie","3","indifferent","indifferent","direct_doux","Une énergie de partage se présente : ton enthousiasme peut entraîner l’autre dans le bon sens.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","energie","3","indifferent","indifferent","direct_doux","Le rythme favorise la spontanéité : un geste simple peut redonner du souffle à la relation.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","energie","3","indifferent","indifferent","direct_doux","Une vibration de communication s’installe : clarifier avec humour vaut mieux que ruminer.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","energie","3","indifferent","indifferent","direct_doux","Le moment invite à célébrer : un instant agréable peut réparer plus qu’un long discours.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","focus","3","indifferent","indifferent","direct_doux","Mets ton attention sur la communication : dire, écrire, exprimer avec simplicité.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","focus","3","indifferent","indifferent","direct_doux","Focus sur la joie partagée : un moment agréable peut remettre de la lumière.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","focus","3","indifferent","indifferent","direct_doux","Concentre-toi sur une idée créative : une solution originale peut naître maintenant.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","focus","3","indifferent","indifferent","direct_doux","Priorité aux échanges : clarifier par la parole évite l’imagination négative.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","focus","3","indifferent","indifferent","direct_doux","Mets ton attention sur la légèreté : dédramatiser sans nier le sujet.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","focus","3","indifferent","indifferent","direct_doux","Focus sur la spontanéité : une invitation, une sortie, un geste inattendu.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","focus","3","indifferent","indifferent","direct_doux","Concentre-toi sur la confiance : exprimer un compliment vrai a de la force.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","focus","3","indifferent","indifferent","direct_doux","Priorité à l’expression du cœur : parler vrai, sans piquer.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","alerte","3","indifferent","indifferent","direct_doux","Attention à la légèreté excessive : éviter le fond peut créer des retours plus tard.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","alerte","3","indifferent","indifferent","direct_doux","Évite la dispersion : trop d’idées peuvent te faire oublier l’essentiel.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","alerte","3","indifferent","indifferent","direct_doux","Attention aux paroles trop rapides : l’humour ne doit pas blesser.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","alerte","3","indifferent","indifferent","direct_doux","Ne cherche pas l’approbation : exprime-toi sans te justifier.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","alerte","3","indifferent","indifferent","direct_doux","Évite la superficialité : un vrai échange vaut mieux qu’un simple divertissement.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","alerte","3","indifferent","indifferent","direct_doux","Attention à la comparaison : votre couple n’a pas à ressembler aux autres.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","alerte","3","indifferent","indifferent","direct_doux","Ne parle pas sous émotion : attendre quelques minutes change tout.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","alerte","3","indifferent","indifferent","direct_doux","Évite les promesses “grandioses” : reste simple et vrai.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","conseil","3","indifferent","indifferent","direct_doux","Ouvre l’échange : parle vrai, avec douceur, et ajoute un compliment sincère.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","conseil","3","indifferent","indifferent","direct_doux","Crée un moment agréable : un appel, une sortie simple, une attention qui fait sourire.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","conseil","3","indifferent","indifferent","direct_doux","Utilise l’humour pour détendre, pas pour piquer : la joie guérit quand elle respecte.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","conseil","3","indifferent","indifferent","direct_doux","Exprime clairement ce que tu apprécies : la gratitude renforce la complicité.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","conseil","3","indifferent","indifferent","direct_doux","Choisis une idée et mets-la en action : la créativité devient réelle quand elle se fait.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","conseil","3","indifferent","indifferent","direct_doux","Si un sujet est lourd, commence par le cœur : “je veux qu’on se comprenne”.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","conseil","3","indifferent","indifferent","direct_doux","Laisse de la place à la spontanéité : un geste imprévu peut relancer l’amour.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","conseil","3","indifferent","indifferent","direct_doux","Respire, puis parle : les mots posés valent plus que les mots rapides.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"1","toutes","energie","4","indifferent","indifferent","direct_doux","L’énergie du moment est sérieuse : elle pousse à structurer, organiser et stabiliser.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","energie","4","indifferent","indifferent","direct_doux","Le climat favorise le concret : ce qui est planifié et rangé libère l’esprit.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","energie","4","indifferent","indifferent","direct_doux","Une vibration de construction s’installe : les petits efforts répétés deviennent une force.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","energie","4","indifferent","indifferent","direct_doux","Le moment invite à la discipline : tenir une promesse renforce la confiance.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","energie","4","indifferent","indifferent","direct_doux","Une énergie de stabilité domine : sécuriser l’essentiel avant le reste apporte de la paix.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","energie","4","indifferent","indifferent","direct_doux","Le rythme est plus lent mais solide : avancer étape par étape donne de vrais résultats.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","energie","4","indifferent","indifferent","direct_doux","Une vibration d’ordre et de cadre se présente : mettre les choses au clair apaise les tensions.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","energie","4","indifferent","indifferent","direct_doux","Le climat encourage la responsabilité : ce que tu construis maintenant tient dans le temps.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","focus","4","indifferent","indifferent","direct_doux","Mets ton attention sur l’organisation : tâches, planning, cadre, ordre.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","focus","4","indifferent","indifferent","direct_doux","Focus sur la stabilité : sécuriser l’essentiel avant le reste.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","focus","4","indifferent","indifferent","direct_doux","Concentre-toi sur une responsabilité à assumer clairement : ça apaise l’esprit.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","focus","4","indifferent","indifferent","direct_doux","Priorité à la méthode : avancer étape par étape, sans brûler les étapes.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","focus","4","indifferent","indifferent","direct_doux","Mets ton attention sur la discipline douce : régularité plutôt que force.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","focus","4","indifferent","indifferent","direct_doux","Focus sur le concret : régler un point pratique libère beaucoup d’énergie.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","focus","4","indifferent","indifferent","direct_doux","Concentre-toi sur la cohérence : ce que tu promets, tu le fais.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","focus","4","indifferent","indifferent","direct_doux","Priorité à la structure : clarifier les règles et les limites.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","alerte","4","indifferent","indifferent","direct_doux","Attention à la rigidité : trop de contrôle peut étouffer la chaleur.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","alerte","4","indifferent","indifferent","direct_doux","Évite la critique froide : corriger l’autre n’est pas construire.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","alerte","4","indifferent","indifferent","direct_doux","Attention à la routine : le sérieux sans tendresse fatigue le lien.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","alerte","4","indifferent","indifferent","direct_doux","Ne prends pas tout sur toi : répartir la charge évite l’amertume.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","alerte","4","indifferent","indifferent","direct_doux","Évite de repousser l’émotion : le pratique n’efface pas le besoin d’affection.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","alerte","4","indifferent","indifferent","direct_doux","Attention à l’entêtement : quand ça bloque, ajuste la méthode.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","alerte","4","indifferent","indifferent","direct_doux","Ne transforme pas un détail en conflit : garde la vue d’ensemble.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","alerte","4","indifferent","indifferent","direct_doux","Évite les ultimatums : pose un cadre, oui; menacer, non.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","conseil","4","indifferent","indifferent","direct_doux","Mets de l’ordre dans un point précis : rangement, planning, budget, règles claires.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","conseil","4","indifferent","indifferent","direct_doux","Tiens une promesse simple : la stabilité naît de la cohérence.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","conseil","4","indifferent","indifferent","direct_doux","Avance étape par étape : un petit progrès vaut mieux qu’un grand plan.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","conseil","4","indifferent","indifferent","direct_doux","Répartis les tâches avec justice : la paix vient quand la charge est équilibrée.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","conseil","4","indifferent","indifferent","direct_doux","Pose un cadre sans dureté : ferme sur le fond, doux sur la forme.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","conseil","4","indifferent","indifferent","direct_doux","Règle un détail pratique aujourd’hui : ça libère de l’espace mental.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","conseil","4","indifferent","indifferent","direct_doux","Écris une mini-liste (3 choses) et termine-la : tu te sentiras solide.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","conseil","4","indifferent","indifferent","direct_doux","Ajoute une touche de tendresse au sérieux : un mot doux change tout.","21","1.0","True","{""structure"",""stabilité"",""organisation""}","fr","1"
"1","toutes","energie","5","indifferent","indifferent","direct_doux","Une énergie de mouvement circule : changement, nouveauté ou imprévu peuvent se présenter.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","energie","5","indifferent","indifferent","direct_doux","Le moment appelle l’adaptation : ce qui était prévu peut évoluer, et ce n’est pas un échec.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","energie","5","indifferent","indifferent","direct_doux","Une vibration de liberté se fait sentir : respirer et bouger aide à garder l’équilibre.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","energie","5","indifferent","indifferent","direct_doux","Le climat favorise le renouveau : une sortie de routine peut améliorer l’ambiance.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","energie","5","indifferent","indifferent","direct_doux","Une énergie d’ouverture apparaît : tester une autre façon de faire peut débloquer la situation.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","energie","5","indifferent","indifferent","direct_doux","Le rythme est rapide : mieux vaut rester souple que vouloir tout contrôler.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","energie","5","indifferent","indifferent","direct_doux","Une vibration d’exploration s’installe : une opportunité peut surgir là où tu ne l’attendais pas.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","energie","5","indifferent","indifferent","direct_doux","Le moment invite à alléger : simplifier, déplacer, ajuster, c’est déjà avancer.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","focus","5","indifferent","indifferent","direct_doux","Mets ton attention sur l’adaptation : ajuster tes plans plutôt que t’acharner.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","focus","5","indifferent","indifferent","direct_doux","Focus sur la liberté responsable : bouger sans casser l’équilibre.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","focus","5","indifferent","indifferent","direct_doux","Concentre-toi sur une nouveauté utile : changer une habitude, tester autrement.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","focus","5","indifferent","indifferent","direct_doux","Priorité à la souplesse : laisse une marge pour l’imprévu.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","focus","5","indifferent","indifferent","direct_doux","Mets ton attention sur l’exploration : apprendre, découvrir, sortir de la routine.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","focus","5","indifferent","indifferent","direct_doux","Focus sur le présent : ce qui se passe maintenant demande ta présence.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","focus","5","indifferent","indifferent","direct_doux","Concentre-toi sur la communication rapide : clarifier vite évite les malentendus.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","focus","5","indifferent","indifferent","direct_doux","Priorité au mouvement : une action légère peut débloquer.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","alerte","5","indifferent","indifferent","direct_doux","Attention à l’impulsivité : dire ou faire trop vite peut créer un choc inutile.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","alerte","5","indifferent","indifferent","direct_doux","Évite l’instabilité volontaire : changer pour fuir n’aide pas.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","alerte","5","indifferent","indifferent","direct_doux","Attention à la nervosité : le mouvement est bon, la précipitation l’est moins.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
