"bloc","periode","type_brique","numero_cible","etat_relationnel","statut_utilisateur","ton","modele_texte","jours_refroidissement","poids","actif","tags","langue","version"
"2","toutes","posture","1","tendu","indifferent","direct_doux","Choisis une seule décision, pas plusieurs : trop d’élan peut irriter le lien.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","posture","1","tendu","indifferent","direct_doux","Commence par une clarification courte : l’action viendra après.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","levier","1","tendu","indifferent","direct_doux","Le levier du jour : l’apaisement d’abord, la décision ensuite.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","levier","1","tendu","indifferent","direct_doux","Ton levier : une phrase de reconnaissance envers {partner} avant toute proposition.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","levier","1","tendu","indifferent","direct_doux","Le levier : choisir une action qui réduit la pression (simplifier, reporter, déléguer).","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","levier","1","tendu","indifferent","direct_doux","Ton levier : demander l’accord avant d’avancer sur un point sensible.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","levier","1","tendu","indifferent","direct_doux","Le levier : un geste concret de paix vaut plus qu’un argument.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","levier","1","tendu","indifferent","direct_doux","Ton levier : éviter les ultimatums et privilégier une proposition douce.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","risque","1","tendu","indifferent","direct_doux","Risque majeur : imposer une décision ; cela peut déclencher un conflit.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","risque","1","tendu","indifferent","direct_doux","Risque : parler trop fort ou trop sec ; baisse le ton, garde le fond.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","risque","1","tendu","indifferent","direct_doux","Risque : impatience ; aujourd’hui la paix vaut plus que la vitesse.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","risque","1","tendu","indifferent","direct_doux","Risque : cumuler reproches et décisions ; sépare les sujets.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","risque","1","tendu","indifferent","direct_doux","Risque : ultimatum ; préfère une proposition ouverte.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","risque","1","tendu","indifferent","direct_doux","Risque : agir sans clarifier ; une phrase de paix d’abord.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"2","toutes","posture","2","harmonieux","indifferent","direct_doux","Aujourd’hui, adopte une présence douce : ton écoute renforce naturellement la complicité.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","harmonieux","indifferent","direct_doux","Reste attentif(ve) aux nuances : un détail peut faire beaucoup de bien à {partner}.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","harmonieux","indifferent","direct_doux","Sois disponible émotionnellement : une parole simple apaise et rapproche.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","harmonieux","indifferent","direct_doux","Avance à deux : demander l’avis de {partner} rend tout plus fluide.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","harmonieux","indifferent","direct_doux","Choisis la diplomatie : ton calme devient un refuge pour le couple.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","harmonieux","indifferent","direct_doux","Garde une posture d’ouverture : accueillir l’autre avant de répondre.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","harmonieux","indifferent","direct_doux","Le levier du jour : une attention simple (message, aide, compliment) nourrit l’amour.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","harmonieux","indifferent","direct_doux","Ton levier : écouter un peu plus longtemps que d’habitude avant de répondre.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","harmonieux","indifferent","direct_doux","Le levier : créer un moment de douceur ensemble, même court.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","harmonieux","indifferent","direct_doux","Ton levier : dire « merci » pour une chose précise, sans attendre en retour.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","harmonieux","indifferent","direct_doux","Le levier : un compromis clair sur un petit sujet enlève une tension.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","harmonieux","indifferent","direct_doux","Ton levier : poser une question sincère à {partner} et accueillir la réponse.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","harmonieux","indifferent","direct_doux","Risque : trop d’interprétation ; demande plutôt ce que {partner} veut dire.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","harmonieux","indifferent","direct_doux","Risque : s’oublier ; exprime aussi ton besoin avec douceur.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","harmonieux","indifferent","direct_doux","Risque : éviter un petit sujet ; clarifie-le calmement.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","harmonieux","indifferent","direct_doux","Risque : hypersensibilité ; ne prends pas tout pour toi.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","harmonieux","indifferent","direct_doux","Risque : promesse floue ; précise ce que tu peux vraiment faire.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","harmonieux","indifferent","direct_doux","Risque : dépendance émotionnelle ; garde ton centre.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","neutre","indifferent","direct_doux","Sois patient(ente) : laisse l’autre finir, puis réponds avec calme.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","neutre","indifferent","direct_doux","Adopte une posture d’équilibre : ni froid( e ), ni envahissant(e).","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","neutre","indifferent","direct_doux","Aujourd’hui, clarifie doucement : « voilà ce que je ressens » suffit.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","neutre","indifferent","direct_doux","Reste disponible sans t’effacer : dire ton besoin est aussi important.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","neutre","indifferent","direct_doux","Choisis la coopération : un accord simple vaut mieux qu’un débat.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","neutre","indifferent","direct_doux","Ta posture gagnante : écoute, puis propose un compromis juste.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","neutre","indifferent","direct_doux","Le levier : clarifier un non-dit en douceur évite une accumulation.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","neutre","indifferent","direct_doux","Ton levier : proposer un accord simple (horaire, tâche, budget) et le respecter.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","neutre","indifferent","direct_doux","Le levier : écouter puis reformuler ce que {partner} dit, pour éviter le malentendu.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","neutre","indifferent","direct_doux","Ton levier : une pause respiratoire avant une discussion sensible.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","neutre","indifferent","direct_doux","Le levier : un message de paix peut rééquilibrer la journée.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","neutre","indifferent","direct_doux","Ton levier : privilégier la coopération plutôt que la justification.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","neutre","indifferent","direct_doux","Risque : non-dit ; il gonfle vite. Dis une phrase claire.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","neutre","indifferent","direct_doux","Risque : compromis injuste ; s’effacer n’aide pas sur le long terme.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","neutre","indifferent","direct_doux","Risque : répondre sous émotion ; respire avant de parler.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","neutre","indifferent","direct_doux","Risque : rumination ; clarifie plutôt que deviner.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","neutre","indifferent","direct_doux","Risque : ton passif-agressif ; reste simple et direct.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","neutre","indifferent","direct_doux","Risque : trop parler ; une conversation courte suffit.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","tendu","indifferent","direct_doux","Garde le calme : aujourd’hui, ton rôle est d’éviter l’escalade.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","tendu","indifferent","direct_doux","Adopte une posture douce mais ferme : limite claire, ton paisible.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","tendu","indifferent","direct_doux","Rassure {partner} par un signe : un message, un geste, une présence.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","tendu","indifferent","direct_doux","Évite la réaction immédiate : respire, puis parle en “je”.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","tendu","indifferent","direct_doux","Ta posture : chercher l’apaisement avant la solution.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","2","tendu","indifferent","direct_doux","Reste présent(e) sans te défendre : écouter peut désamorcer.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","tendu","indifferent","direct_doux","Le levier du jour : apaiser le ton, puis parler du fond plus tard.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","tendu","indifferent","direct_doux","Ton levier : une phrase courte de paix (« je veux qu’on soit bien ») avant tout.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","tendu","indifferent","direct_doux","Le levier : choisir un seul sujet, pas plusieurs, pour éviter la surcharge.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","tendu","indifferent","direct_doux","Ton levier : un geste de respect (écouter sans couper) désamorce beaucoup.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","tendu","indifferent","direct_doux","Le levier : demander une pause si l’émotion monte, au lieu d’insister.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","levier","2","tendu","indifferent","direct_doux","Ton levier : protéger le lien — l’accord viendra après.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","tendu","indifferent","direct_doux","Risque : escalade émotionnelle ; baisse le ton et prends une pause.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","tendu","indifferent","direct_doux","Risque : accusation ; parle en “je” et reste factuel.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","tendu","indifferent","direct_doux","Risque : silence punitif ; préfère un signe de présence.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","tendu","indifferent","direct_doux","Risque : tout mélanger ; un seul sujet à la fois.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","tendu","indifferent","direct_doux","Risque : chercher à avoir raison ; cherche d’abord la paix.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","risque","2","tendu","indifferent","direct_doux","Risque : se fermer ; écoute un peu avant de répondre.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"2","toutes","posture","3","harmonieux","indifferent","direct_doux","Sois léger(ère) et ouvert(e) : ta joie rend la relation plus vivante.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","harmonieux","indifferent","direct_doux","Aujourd’hui, exprime-toi simplement : un mot vrai renforce le lien.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","harmonieux","indifferent","direct_doux","Adopte une posture chaleureuse : rire ensemble rapproche vite.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","harmonieux","indifferent","direct_doux","Ta présence sociale est favorable : partager un moment agréable nourrit le couple.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","harmonieux","indifferent","direct_doux","Ose la spontanéité : une petite surprise peut faire du bien à {partner}.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","harmonieux","indifferent","direct_doux","Reste positif(ve) : ton enthousiasme est contagieux quand il respecte l’autre.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","harmonieux","indifferent","direct_doux","Le levier : créer un moment agréable à deux (sortie, musique, repas, discussion).","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","harmonieux","indifferent","direct_doux","Ton levier : exprimer une gratitude précise envers {partner}.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","harmonieux","indifferent","direct_doux","Le levier : dire une vérité simple avec un ton doux, ça rapproche.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","harmonieux","indifferent","direct_doux","Ton levier : relancer la complicité par une activité partagée.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","harmonieux","indifferent","direct_doux","Le levier : une conversation courte mais joyeuse nourrit beaucoup.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","harmonieux","indifferent","direct_doux","Ton levier : un message positif au bon moment change la journée.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","harmonieux","indifferent","direct_doux","Risque : rester en surface ; prends aussi 1 minute pour parler du fond.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","harmonieux","indifferent","direct_doux","Risque : trop d’humour ; assure-toi que {partner} le reçoit bien.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","harmonieux","indifferent","direct_doux","Risque : dispersion ; garde une priorité relationnelle.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","harmonieux","indifferent","direct_doux","Risque : promesses exagérées ; reste simple et réaliste.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","harmonieux","indifferent","direct_doux","Risque : parler trop vite ; choisis des mots posés.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","harmonieux","indifferent","direct_doux","Risque : comparer ; votre relation est unique.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","neutre","indifferent","direct_doux","Exprime-toi avec simplicité : évite les sous-entendus.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","neutre","indifferent","direct_doux","Adopte une posture joyeuse, mais reste attentif(ve) aux sujets sérieux.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","neutre","indifferent","direct_doux","Aujourd’hui, clarifie par la parole : parler vaut mieux que supposer.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","neutre","indifferent","direct_doux","Sois spontané(e) sans disperser : une seule bonne idée suffit.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","neutre","indifferent","direct_doux","Ta posture : alléger l’ambiance sans minimiser l’essentiel.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","neutre","indifferent","direct_doux","Reste franc(he) et doux(ce) : l’humour n’a pas besoin de piquer.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","neutre","indifferent","direct_doux","Le levier : clarifier un sujet avec des mots simples, sans ironie.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","neutre","indifferent","direct_doux","Ton levier : proposer une activité légère pour relancer l’énergie du couple.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","neutre","indifferent","direct_doux","Le levier : parler de ce que tu veux, pas seulement de ce que tu refuses.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","neutre","indifferent","direct_doux","Ton levier : reformuler ce que l’autre dit pour éviter le malentendu.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","neutre","indifferent","direct_doux","Le levier : un compliment vrai ouvre le dialogue.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","neutre","indifferent","direct_doux","Ton levier : éviter la dispersion et choisir un échange de qualité.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","neutre","indifferent","direct_doux","Risque : sous-entendus ; ils créent des malentendus. Dis clairement.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","neutre","indifferent","direct_doux","Risque : éviter un sujet sérieux ; traite-le calmement.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","neutre","indifferent","direct_doux","Risque : humour qui pique ; choisis la douceur.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","neutre","indifferent","direct_doux","Risque : trop d’idées ; tu te disperses.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","neutre","indifferent","direct_doux","Risque : chercher l’approbation ; reste vrai( e ).","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","risque","3","neutre","indifferent","direct_doux","Risque : parler sous émotion ; fais une pause.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","tendu","indifferent","direct_doux","Adopte une posture apaisante : un ton léger peut détendre, sans nier le fond.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","tendu","indifferent","direct_doux","Exprime un désir de compréhension : « je veux qu’on se comprenne ».","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","tendu","indifferent","direct_doux","Aujourd’hui, évite la provocation : choisis des mots simples et respectueux.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","tendu","indifferent","direct_doux","Ta posture : calmer le jeu avant de chercher à convaincre.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","tendu","indifferent","direct_doux","Reste chaleureux(se) mais prudent(e) : une blague mal placée peut blesser.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","posture","3","tendu","indifferent","direct_doux","Choisis la douceur : un compliment sincère désamorce plus qu’un argument.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","tendu","indifferent","direct_doux","Le levier : utiliser la douceur pour rouvrir la communication, sans discuter du passé.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","tendu","indifferent","direct_doux","Ton levier : un message simple de paix et de respect avant toute explication.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","tendu","indifferent","direct_doux","Le levier : choisir un sujet léger pour redescendre la tension, puis revenir au fond plus tard.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","tendu","indifferent","direct_doux","Ton levier : parler en “je” et rester bref(ve) : ça évite l’escalade.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"2","toutes","levier","3","tendu","indifferent","direct_doux","Le levier : une pause et une reprise calme valent mieux qu’un débat.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
