"bloc","periode","type_brique","numero_cible","etat_relationnel","statut_utilisateur","ton","modele_texte","jours_refroidissement","poids","actif","tags","langue","version"
"3","toutes","rituel","1","indifferent","indifferent","direct_doux","Une courte prière/affirmation : « Que mon action protège notre paix. »","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","rituel","1","indifferent","indifferent","direct_doux","Allège ton esprit : note 3 priorités, puis dis : « Je commence par la première. »","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","rituel","1","indifferent","indifferent","direct_doux","Avant de parler, respire 10 secondes : « Je parle avec respect et fermeté. »","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","rituel","1","indifferent","indifferent","direct_doux","Dis à voix basse : « Je choisis l’élan sans précipitation. »","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","rituel","1","indifferent","indifferent","direct_doux","Visualise un premier pas réussi, puis dis : « Je le fais maintenant. »","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","rituel","1","indifferent","indifferent","direct_doux","Une minute en silence : « Je suis aligné(e), je décide, je respecte. »","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","rituel","1","indifferent","indifferent","direct_doux","Pose la main sur ton ventre : « Je garde mon calme quand j’agis. »","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","rituel","1","indifferent","indifferent","direct_doux","Répète 3 fois : « Je commence petit, je vais loin. »","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","rituel","1","indifferent","indifferent","direct_doux","Éteins les écrans 2 minutes : « Je reprends mon cap intérieur. »","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Privilégie la clarté : exprime ce que tu veux construire, puis écoute la réponse sans te fermer.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Choisis une seule décision importante et discute-la calmement avec {partner}.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Si un sujet chauffe, baisse le ton : l’intention compte autant que les mots.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Propose au lieu d’imposer : « voilà une option », puis demande l’avis de {partner}.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Évite les ultimatums : un cadre clair, oui; une menace, non.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Si {partner} résiste, ralentis : l’accord vient mieux avec la patience qu’avec la force.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Remplace la critique par une demande précise : cela change immédiatement l’ambiance.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Garde l’équilibre : initiative + respect = confiance.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Un geste d’ouverture (écouter, reconnaître, remercier) rend tes décisions mieux reçues.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","couple","1","indifferent","indifferent","direct_doux","Ne multiplie pas les chantiers : une amélioration concrète vaut mieux que dix intentions.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","travail","1","indifferent","indifferent","direct_doux","Choisis une tâche prioritaire et démarre-la sans attendre la motivation parfaite.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","travail","1","indifferent","indifferent","direct_doux","Décide d’un objectif du jour et avance dessus 30 minutes sans interruption.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","travail","1","indifferent","indifferent","direct_doux","Évite la dispersion : un seul chantier en cours, puis un deuxième.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","travail","1","indifferent","indifferent","direct_doux","Prends la parole avec clarté : une demande nette évite les retours inutiles.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","travail","1","indifferent","indifferent","direct_doux","Si tu négocies, reste ferme et respectueux(se) : la clarté protège tes intérêts.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","travail","1","indifferent","indifferent","direct_doux","Commence par le plus important : le reste deviendra plus léger.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","travail","1","indifferent","indifferent","direct_doux","Fixe une limite de temps et termine : la décision se renforce par l’action.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","travail","1","indifferent","indifferent","direct_doux","Priorise le concret : envoie, appelle, confirme, finalise.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","travail","1","indifferent","indifferent","direct_doux","Choisis l’efficacité simple : moins de justification, plus de résultat.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","argent","1","indifferent","indifferent","direct_doux","Évite les décisions financières impulsives : une nuit de recul vaut de l’or.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","argent","1","indifferent","indifferent","direct_doux","Si un achat te tente, écris-le et attends 24h avant de valider.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","argent","1","indifferent","indifferent","direct_doux","Privilégie une dépense utile plutôt qu’une dépense d’humeur.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","argent","1","indifferent","indifferent","direct_doux","Clarifie un budget ou une facture en attente : mettre au clair apaise.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","argent","1","indifferent","indifferent","direct_doux","Ne prends pas de risque sur un coup d’élan : vérifie les chiffres d’abord.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","argent","1","indifferent","indifferent","direct_doux","Fixe une petite règle : « aujourd’hui, je dépense seulement l’essentiel ».","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","argent","1","indifferent","indifferent","direct_doux","Si tu prêtes ou donnes, fais-le par choix, pas par pression.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","argent","1","indifferent","indifferent","direct_doux","Regarde tes priorités : ce qui finance la stabilité passe avant le prestige.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","argent","1","indifferent","indifferent","direct_doux","Une décision simple : ranger, compter, planifier — ça protège tes gains.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","sante","1","indifferent","indifferent","direct_doux","Mets ton corps en mouvement 10–15 minutes : l’énergie se transforme en clarté.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","sante","1","indifferent","indifferent","direct_doux","Bois de l’eau et respire lentement : calme + élan = stabilité.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","sante","1","indifferent","indifferent","direct_doux","Évite la surcharge : fais une chose bien, puis repose ton mental.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","sante","1","indifferent","indifferent","direct_doux","Dors à heure raisonnable : ton courage a besoin d’un corps reposé.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","sante","1","indifferent","indifferent","direct_doux","Si la tension monte, expire plus longuement : ton système se calme.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","sante","1","indifferent","indifferent","direct_doux","Un repas simple et léger aide ton focus.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","sante","1","indifferent","indifferent","direct_doux","Réduis les écrans 30 minutes : ton esprit reprend de la puissance.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","sante","1","indifferent","indifferent","direct_doux","Marche quelques pas avant une décision : tu penseras mieux.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","sante","1","indifferent","indifferent","direct_doux","Choisis une habitude saine à démarrer : petite, mais régulière.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","feu","1","indifferent","indifferent","direct_doux","Décision de couple : vert — une initiative simple est favorable si elle inclut {partner}.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","feu","1","indifferent","indifferent","direct_doux","Décision de couple : vert — bon moment pour démarrer, avec un ton respectueux.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","feu","1","indifferent","indifferent","direct_doux","Décision de couple : orange — discute d’abord, puis agis; évite l’impulsivité.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","feu","1","indifferent","indifferent","direct_doux","Décision de couple : orange — une seule décision à la fois, sans pression.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","feu","1","indifferent","indifferent","direct_doux","Décision de couple : orange — clarifie l’intention avant de trancher.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","feu","1","indifferent","indifferent","direct_doux","Décision de couple : rouge — évite l’ultimatum ou les mots blessants.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","feu","1","indifferent","indifferent","direct_doux","Décision de couple : rouge — ne prends pas une décision irréversible sous tension.","21","1.0","True","{""initiative"",""élan"",""décision""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Envoie à {partner} un message simple de paix : « je veux qu’on soit bien ».","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Fais un geste d’écoute : demande à {partner} « comment tu te sens ? » et écoute jusqu’au bout.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Propose un petit compromis juste sur un détail du quotidien.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Choisis un sujet et clarifie-le en douceur, sans reproche.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Fais une attention silencieuse : aide, service, présence, sans attendre un retour.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Prends le temps de reformuler ce que {partner} dit : cela évite un malentendu.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Dépose une émotion en “je” : « je me sens… » plutôt que « tu fais… »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Rassure le lien par un signe : un appel, un sourire, une disponibilité.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Pose une limite douce : dire non calmement protège autant que dire oui.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Organise un moment calme à deux, même court : marcher, parler, respirer.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Choisis la coopération : une décision à deux, même petite, stabilise beaucoup.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Éteins le bruit autour : crée 5 minutes de silence partagé avec {partner}.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Demande ce dont tu as besoin avec respect : c’est une forme d’amour.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","2","indifferent","indifferent","direct_doux","Fais la paix avec un détail : ranger, clarifier, s’excuser si nécessaire.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","60 secondes de respiration (4-6). Puis dis : « Je choisis la douceur. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Mains sur le cœur : « Je parle avec calme, j’écoute avec respect. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Bois un verre d’eau et remercie pour une chose simple : « Merci pour la paix qui grandit. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Ferme les yeux : « Je choisis l’équilibre, pas la réaction. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Une courte prière/affirmation : « Que nos mots soient justes et doux. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Écris 1 phrase : « Je veux comprendre, pas gagner. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Inspire 4, expire 6, cinq fois : « Je me recentre. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Allume une lumière/lampe et dis : « J’apporte la clarté, pas le conflit. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Dis à voix basse : « Je choisis la paix avant d’avoir raison. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Note 3 choses que tu apprécies chez {partner}, puis garde-les en tête.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Une minute de silence : « Je protège notre lien par ma douceur. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Avant une discussion : « Je parle en vérité, avec bienveillance. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Pose la main sur ton ventre : « Je reste calme, je reste présent(e). »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","rituel","2","indifferent","indifferent","direct_doux","Répète 3 fois : « J’écoute, je comprends, je réponds. »","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","Privilégie l’écoute : comprendre d’abord, répondre ensuite; c’est la clé du lien.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","Évite les interprétations : demande ce que {partner} veut dire, plutôt que deviner.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","Si une émotion monte, fais une pause respiratoire avant de parler.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","Reste doux(ce) mais clair( e ) : dire ton besoin protège la relation.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","Un geste de réassurance vaut plus qu’un long débat.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","Choisis un seul sujet et conclue simplement; la répétition fatigue.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","Ne t’efface pas : l’équilibre, c’est aussi exprimer ton point de vue.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","Évite le silence punitif : un signe de présence maintient la confiance.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","La paix se construit dans les détails : ton ton et ton regard comptent.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","couple","2","indifferent","indifferent","direct_doux","Si vous n’êtes pas d’accord, cherche un compromis juste plutôt qu’une victoire.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","travail","2","indifferent","indifferent","direct_doux","Privilégie la collaboration : une demande claire et douce facilite l’accord.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","travail","2","indifferent","indifferent","direct_doux","Sois patient(ente) : avance par étapes plutôt que par pression.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","travail","2","indifferent","indifferent","direct_doux","Clarifie un point avec diplomatie : « voilà ce que je propose ».","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","travail","2","indifferent","indifferent","direct_doux","Évite les discussions inutiles : un accord simple suffit.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","travail","2","indifferent","indifferent","direct_doux","Travaille en binôme si possible : l’énergie est favorable aux partenariats.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","travail","2","indifferent","indifferent","direct_doux","Réponds avec calme : ton professionnalisme se voit dans le ton.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","travail","2","indifferent","indifferent","direct_doux","Priorise l’écoute : comprendre l’autre partie donne un avantage.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","travail","2","indifferent","indifferent","direct_doux","Choisis une tâche de consolidation plutôt qu’un grand saut.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","travail","2","indifferent","indifferent","direct_doux","Fais une pause avant d’envoyer un message important : relis et adoucis.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","argent","2","indifferent","indifferent","direct_doux","Prends les décisions financières à tête froide : vérifie, puis valide.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","argent","2","indifferent","indifferent","direct_doux","Évite les dépenses émotionnelles : achat “pour te calmer” = piège.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","argent","2","indifferent","indifferent","direct_doux","Parle d’argent avec douceur : chiffres clairs, ton calme.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","argent","2","indifferent","indifferent","direct_doux","Établis un petit budget et respecte-le : la paix vient de la mesure.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","argent","2","indifferent","indifferent","direct_doux","Si tu prêtes/partages, pose des limites claires pour éviter les frustrations.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","argent","2","indifferent","indifferent","direct_doux","Privilégie l’épargne ou la sécurité plutôt que le risque.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","argent","2","indifferent","indifferent","direct_doux","Clarifie une dette ou une facture : mettre au clair allège l’esprit.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","argent","2","indifferent","indifferent","direct_doux","Demande conseil si besoin : à deux, on voit mieux.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","argent","2","indifferent","indifferent","direct_doux","Si tu hésites, reporte : la clarté revient rapidement.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","sante","2","indifferent","indifferent","direct_doux","Ralentis le rythme : plus de douceur, moins de tension nerveuse.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","sante","2","indifferent","indifferent","direct_doux","Hydrate-toi et respire lentement : cela calme l’émotionnel.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","sante","2","indifferent","indifferent","direct_doux","Choisis un repas simple et apaisant : ton corps influence ton humeur.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","sante","2","indifferent","indifferent","direct_doux","Évite les conflits à jeun ou fatigué(e) : prends soin de ton énergie.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","sante","2","indifferent","indifferent","direct_doux","Marche 10 minutes en silence : ça rééquilibre.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","sante","2","indifferent","indifferent","direct_doux","Avant de répondre, expire longuement : le calme revient.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","sante","2","indifferent","indifferent","direct_doux","Prends une pause écran : ton système nerveux se détend.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","sante","2","indifferent","indifferent","direct_doux","Un peu de musique douce peut changer ton état intérieur.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","sante","2","indifferent","indifferent","direct_doux","Dors tôt si possible : la sensibilité diminue avec le repos.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","feu","2","indifferent","indifferent","direct_doux","Décision de couple : orange — discuter d’abord, décider ensuite; l’écoute prime.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","feu","2","indifferent","indifferent","direct_doux","Décision de couple : orange — favorable aux compromis, pas aux ruptures brusques.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","feu","2","indifferent","indifferent","direct_doux","Décision de couple : orange — choisis la paix avant la victoire.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","feu","2","indifferent","indifferent","direct_doux","Décision de couple : vert — un accord simple et partagé est bien soutenu.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","feu","2","indifferent","indifferent","direct_doux","Décision de couple : vert — bon moment pour apaiser et rapprocher.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","feu","2","indifferent","indifferent","direct_doux","Décision de couple : rouge — évite de trancher sous émotion ou jalousie.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","feu","2","indifferent","indifferent","direct_doux","Décision de couple : rouge — ne fais pas de promesse floue; clarifie avant.","21","1.0","True","{""écoute"",""équilibre"",""douceur""}","fr","1"
"3","toutes","acte","3","indifferent","indifferent","direct_doux","Envoie à {partner} un compliment vrai et précis : cela nourrit la complicité.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"3","toutes","acte","3","indifferent","indifferent","direct_doux","Propose une activité légère à deux : marche, musique, sortie simple, rire partagé.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"3","toutes","acte","3","indifferent","indifferent","direct_doux","Ouvre une conversation avec chaleur : « j’ai envie qu’on se rapproche ».","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"3","toutes","acte","3","indifferent","indifferent","direct_doux","Partage une idée créative pour améliorer le quotidien du couple.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"3","toutes","acte","3","indifferent","indifferent","direct_doux","Fais un geste spontané : une attention inattendue, mais sincère.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"3","toutes","acte","3","indifferent","indifferent","direct_doux","Clarifie un sujet par la parole, sans détour ni ironie.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
"3","toutes","acte","3","indifferent","indifferent","direct_doux","Écris un message positif à {partner} et laisse-le respirer : pas besoin d’en faire trop.","21","1.0","True","{""expression"",""joie"",""créativité""}","fr","1"
